DateOfService,Program,CountOfServiceID
2018-11-28 00:00:00,HealthConnect,4
2019-03-06 00:00:00,DV,13
2019-01-07 00:00:00,MHU,28
2022-03-25 00:00:00,HealthEquity,41
2022-10-22 00:00:00,ClubConnect,8
2018-01-13 00:00:00,Food Pantry,75
2016-07-22 00:00:00,HealthConnect,4
2019-01-10 00:00:00,HealthConnect,4
2018-09-17 00:00:00,Buprenorphine,1
2021-06-22 00:00:00,Food Pantry,152
2016-06-06 00:00:00,MHU,14
2019-08-16 00:00:00,PepAndPrep,1
2022-02-24 00:00:00,Buprenorphine,4
2022-09-26 00:00:00,ATI,10
2016-07-05 00:00:00,TCE,16
2018-06-15 00:00:00,HealthConnect,12
2020-01-23 00:00:00,DV,6
2020-11-25 00:00:00,Food Pantry,198
2022-07-13 00:00:00,DV,3
2022-09-07 00:00:00,HealthEquity,2
2021-11-19 00:00:00,ATI,4
2016-05-23 00:00:00,TCE,23
2019-10-01 00:00:00,DV,4
2022-03-21 00:00:00,DV,11
2017-08-08 00:00:00,HealthConnect,2
2018-06-12 00:00:00,MHU,5
2020-01-27 00:00:00,HealthConnect,1
2020-02-19 00:00:00,Buprenorphine,2
2022-05-16 00:00:00,HealthEquity,8
2016-04-19 00:00:00,Food Pantry,1
2019-03-14 00:00:00,Food Pantry,15
2021-07-28 00:00:00,ATI,4
2016-02-12 00:00:00,META,4
2017-01-04 00:00:00,HealthConnect,4
2018-08-09 00:00:00,DV,4
2018-08-17 00:00:00,Food Pantry,73
2019-06-25 00:00:00,HealthConnect,1
2016-09-09 00:00:00,MHU,21
2022-01-24 00:00:00,Food Pantry,53
2021-01-07 00:00:00,Buprenorphine,16
2022-12-02 00:00:00,Hotspotting,2
2018-04-25 00:00:00,Food Pantry,93
2021-03-19 00:00:00,Food Pantry,282
2018-08-18 00:00:00,HealthConnect,10
2022-11-17 00:00:00,ATI,10
2017-11-08 00:00:00,MHU,34
2022-01-10 00:00:00,ATI,2
2020-04-30 00:00:00,Food Pantry,7
2016-02-11 00:00:00,TCE,15
2017-09-29 00:00:00,HealthConnect,10
2020-05-04 00:00:00,DV,9
2021-03-05 00:00:00,ATI,1
2018-03-02 00:00:00,MHU,27
2022-02-22 00:00:00,ATI,3
2019-06-24 00:00:00,Food Pantry,22
2019-06-28 00:00:00,DV,7
2016-03-02 00:00:00,ORP,2
2020-09-15 00:00:00,Buprenorphine,8
2022-12-05 00:00:00,DV,2
2016-04-02 00:00:00,META,1
2020-04-23 00:00:00,Buprenorphine,7
2021-02-01 00:00:00,DV,2
2018-01-20 00:00:00,Food Pantry,80
2019-01-09 00:00:00,Food Pantry,84
2021-06-29 00:00:00,Food Pantry,162
2022-10-03 00:00:00,ATI,8
2016-07-29 00:00:00,HealthConnect,15
2019-01-17 00:00:00,HealthConnect,3
2017-01-06 00:00:00,PepAndPrep,2
2020-08-22 00:00:00,Food Pantry,278
2017-08-07 00:00:00,Food Pantry,20
2022-10-15 00:00:00,ClubConnect,1
2019-12-04 00:00:00,DV,9
2021-08-04 00:00:00,ATI,2
2017-04-15 00:00:00,Food Pantry,106
2020-03-09 00:00:00,Food Pantry,28
2020-03-17 00:00:00,HealthConnect,1
2020-06-05 00:00:00,Buprenorphine,2
2022-08-28 00:00:00,Food Pantry,1
2016-09-07 00:00:00,TCE,1
2021-01-27 00:00:00,TPO,1
2018-06-05 00:00:00,MHU,28
2022-08-31 00:00:00,HealthEquity,8
2016-06-08 00:00:00,Food Pantry,86
2018-11-27 00:00:00,Food Pantry,94
2019-08-12 00:00:00,DV,2
2020-08-25 00:00:00,PepAndPrep,2
2022-07-06 00:00:00,DV,11
2020-11-18 00:00:00,Buprenorphine,1
2022-03-15 00:00:00,Food Pantry,193
2019-09-28 00:00:00,HealthConnect,46
2022-11-29 00:00:00,ATI,10
2018-03-09 00:00:00,MHU,39
2019-05-22 00:00:00,Buprenorphine,7
2022-12-24 00:00:00,DV,1
2019-01-01 00:00:00,DV,1
2019-12-12 00:00:00,Food Pantry,5
2021-06-21 00:00:00,DV,3
2016-10-25 00:00:00,HealthConnect,2
2018-04-09 00:00:00,MHU,55
2019-03-25 00:00:00,DV,11
2021-09-25 00:00:00,Food Pantry,143
2022-04-13 00:00:00,HealthEquity,26
2016-06-13 00:00:00,MHU,15
2020-10-23 00:00:00,Buprenorphine,1
2018-01-02 00:00:00,HealthConnect,2
2021-12-17 00:00:00,Food Pantry,270
2021-12-20 00:00:00,HealthEquity,1
2016-10-05 00:00:00,MHU,3
2016-03-07 00:00:00,ORP,4
2016-11-03 00:00:00,TCE,1
2016-07-23 00:00:00,Food Pantry,91
2016-09-14 00:00:00,TCE,2
2017-05-31 00:00:00,HealthConnect,32
2016-05-17 00:00:00,META,1
2019-12-31 00:00:00,Food Pantry,47
2016-06-14 00:00:00,HealthConnect,9
2017-11-27 00:00:00,MHU,21
2018-01-25 00:00:00,Food Pantry,14
2019-08-05 00:00:00,DV,9
2020-07-15 00:00:00,Food Pantry,344
2017-12-14 00:00:00,HealthConnect,1
2022-08-19 00:00:00,ATI,2
2021-01-14 00:00:00,Buprenorphine,2
2016-03-03 00:00:00,MHU,23
2016-10-14 00:00:00,Food Pantry,73
2021-04-30 00:00:00,DV,1
2017-10-03 00:00:00,Food Pantry,56
2020-03-23 00:00:00,Food Pantry,55
2017-09-05 00:00:00,MHU,16
2018-04-18 00:00:00,Food Pantry,96
2022-05-02 00:00:00,HealthEquity,21
2019-06-13 00:00:00,PepAndPrep,1
2020-01-31 00:00:00,Food Pantry,96
2020-07-13 00:00:00,Buprenorphine,9
2020-10-31 00:00:00,TPO,6
2022-11-10 00:00:00,ATI,5
2016-10-15 00:00:00,TCE,2
2017-07-01 00:00:00,HealthConnect,19
2019-12-20 00:00:00,HealthConnect,13
2021-01-06 00:00:00,DV,3
2019-01-09 00:00:00,Buprenorphine,3
2016-05-01 00:00:00,Food Pantry,4
2019-07-05 00:00:00,DV,5
2016-02-24 00:00:00,META,2
2017-09-22 00:00:00,HealthConnect,16
2022-03-29 00:00:00,Food Pantry,124
2019-09-04 00:00:00,PepAndPrep,3
2020-04-23 00:00:00,Food Pantry,11
2016-10-06 00:00:00,HealthConnect,5
2016-03-23 00:00:00,HealthConnect,27
2018-05-07 00:00:00,Food Pantry,3
2022-08-29 00:00:00,Hotspotting,2
2019-07-23 00:00:00,MHU,2
2018-05-15 00:00:00,HealthConnect,10
2022-04-29 00:00:00,Food Pantry,182
2022-11-04 00:00:00,DV,7
2017-10-27 00:00:00,MHU,8
2022-12-21 00:00:00,Hotspotting,3
2018-11-12 00:00:00,DV,9
2019-04-02 00:00:00,Buprenorphine,1
2019-05-01 00:00:00,MHU,9
2021-12-01 00:00:00,HealthEquity,9
2022-03-08 00:00:00,Buprenorphine,3
2017-11-30 00:00:00,HealthConnect,1
2020-05-20 00:00:00,HealthConnect,5
2020-08-07 00:00:00,DV,8
2016-08-11 00:00:00,Food Pantry,1
2020-09-03 00:00:00,Buprenorphine,6
2022-02-22 00:00:00,HealthEquity,6
2017-02-24 00:00:00,Food Pantry,87
2019-08-23 00:00:00,MHU,3
2019-02-03 00:00:00,DV,1
2018-02-13 00:00:00,Food Pantry,60
2018-02-21 00:00:00,HealthConnect,14
2020-08-03 00:00:00,Food Pantry,67
2017-08-05 00:00:00,MHU,1
2022-02-05 00:00:00,Food Pantry,189
2016-11-02 00:00:00,Food Pantry,133
2022-05-19 00:00:00,Hotspotting,1
2019-03-02 00:00:00,Food Pantry,37
2020-02-19 00:00:00,Food Pantry,158
2021-04-05 00:00:00,ATI,1
2022-08-09 00:00:00,Food Pantry,104
2022-11-23 00:00:00,DV,7
2017-07-20 00:00:00,HealthConnect,17
2020-01-08 00:00:00,HealthConnect,25
2020-09-03 00:00:00,Food Pantry,1
2020-12-18 00:00:00,DV,4
2017-07-17 00:00:00,MHU,47
2018-12-21 00:00:00,Buprenorphine,10
2021-03-11 00:00:00,DV,4
2018-11-08 00:00:00,Food Pantry,6
2016-12-03 00:00:00,Food Pantry,112
2017-10-11 00:00:00,HealthConnect,9
2020-09-25 00:00:00,PepAndPrep,2
2020-05-12 00:00:00,Food Pantry,362
2020-08-26 00:00:00,DV,5
2020-02-08 00:00:00,HealthConnect,24
2020-11-17 00:00:00,DV,1
2017-04-25 00:00:00,MHU,28
2018-12-13 00:00:00,DV,11
2019-07-26 00:00:00,HealthConnect,2
2022-09-09 00:00:00,Food Pantry,195
2022-12-30 00:00:00,ATI,1
2016-08-26 00:00:00,TCE,3
2022-06-04 00:00:00,HealthEquity,5
2017-01-25 00:00:00,PepAndPrep,3
2019-10-17 00:00:00,HealthConnect,12
2019-07-16 00:00:00,PepAndPrep,3
2018-08-21 00:00:00,DV,2
2021-02-08 00:00:00,DV,3
2022-05-18 00:00:00,Food Pantry,161
2022-09-07 00:00:00,ATI,7
2020-03-02 00:00:00,Buprenorphine,8
2022-12-01 00:00:00,Food Pantry,1
2017-11-11 00:00:00,HealthConnect,16
2020-05-01 00:00:00,HealthConnect,15
2016-12-22 00:00:00,Food Pantry,1
2016-12-30 00:00:00,HealthConnect,13
2016-01-14 00:00:00,HealthConnect,1
2020-12-14 00:00:00,Food Pantry,64
2022-02-17 00:00:00,Buprenorphine,3
2016-12-13 00:00:00,MHU,3
2016-09-21 00:00:00,MHU,34
2019-03-12 00:00:00,MHU,19
2017-03-15 00:00:00,Food Pantry,50
2018-09-17 00:00:00,Food Pantry,54
2020-03-27 00:00:00,DV,5
2020-06-15 00:00:00,PepAndPrep,15
2020-02-12 00:00:00,Buprenorphine,5
2020-07-09 00:00:00,HealthConnect,6
2020-06-18 00:00:00,DV,1
2022-12-20 00:00:00,Food Pantry,134
2016-05-16 00:00:00,TCE,22
2016-09-30 00:00:00,Food Pantry,85
2019-03-21 00:00:00,Food Pantry,9
2022-02-17 00:00:00,ATI,3
2019-04-12 00:00:00,MHU,2
2020-09-22 00:00:00,Food Pantry,267
2018-03-22 00:00:00,DV,1
2016-02-23 00:00:00,TCE,17
2021-10-26 00:00:00,Buprenorphine,1
2020-09-30 00:00:00,HealthConnect,2
2017-10-17 00:00:00,Food Pantry,60
2022-05-03 00:00:00,DV,28
2018-10-06 00:00:00,Food Pantry,117
2020-08-06 00:00:00,PepAndPrep,1
2021-03-26 00:00:00,Food Pantry,217
2016-09-02 00:00:00,MHU,14
2020-02-27 00:00:00,HealthConnect,3
2020-10-29 00:00:00,DV,5
2020-10-17 00:00:00,TPO,11
2022-09-28 00:00:00,Food Pantry,139
2019-10-21 00:00:00,Buprenorphine,8
2022-07-25 00:00:00,DV,2
2018-12-28 00:00:00,Food Pantry,79
2020-07-07 00:00:00,DV,4
2018-08-02 00:00:00,DV,23
2019-07-13 00:00:00,Food Pantry,90
2021-01-08 00:00:00,TPO,5
2018-10-24 00:00:00,DV,9
2021-04-26 00:00:00,Food Pantry,57
2021-08-16 00:00:00,ATI,1
2021-10-07 00:00:00,Buprenorphine,1
2016-04-06 00:00:00,HealthConnect,24
2018-09-25 00:00:00,HealthConnect,22
2017-07-26 00:00:00,Food Pantry,159
2018-04-10 00:00:00,DV,2
2018-07-02 00:00:00,DV,2
2020-05-15 00:00:00,PepAndPrep,2
2019-01-28 00:00:00,Food Pantry,48
2021-11-07 00:00:00,ATI,1
2017-03-06 00:00:00,MHU,12
2019-12-06 00:00:00,HealthConnect,24
2016-10-24 00:00:00,MHU,14
2018-04-28 00:00:00,MHU,1
2017-02-18 00:00:00,HealthConnect,14
2021-05-19 00:00:00,DV,5
2022-09-26 00:00:00,ClubConnect,3
2017-02-15 00:00:00,MHU,11
2021-08-10 00:00:00,DV,3
2016-03-04 00:00:00,HealthConnect,13
2016-08-02 00:00:00,MHU,7
2019-07-11 00:00:00,Buprenorphine,5
2017-05-12 00:00:00,HealthConnect,22
2017-05-04 00:00:00,Food Pantry,2
2020-02-06 00:00:00,DV,1
2021-11-01 00:00:00,DV,2
2019-06-10 00:00:00,Buprenorphine,5
2019-12-24 00:00:00,Buprenorphine,2
2022-11-03 00:00:00,HealthEquity,4
2019-05-10 00:00:00,Food Pantry,89
2020-02-03 00:00:00,PepAndPrep,23
2022-04-08 00:00:00,ATI,5
2019-10-02 00:00:00,Buprenorphine,4
2016-01-04 00:00:00,TCE,5
2019-11-11 00:00:00,Food Pantry,56
2017-12-06 00:00:00,Food Pantry,71
2019-10-24 00:00:00,PepAndPrep,6
2021-03-13 00:00:00,TPO,9
2021-05-15 00:00:00,Food Pantry,164
2022-06-30 00:00:00,ATI,13
2016-07-14 00:00:00,MHU,23
2016-04-22 00:00:00,MHU,20
2019-12-16 00:00:00,DV,3
2016-02-17 00:00:00,ORP,2
2017-08-14 00:00:00,Food Pantry,33
2022-09-07 00:00:00,ClubConnect,16
2018-02-27 00:00:00,Food Pantry,71
2018-06-13 00:00:00,DV,10
2019-01-05 00:00:00,HealthConnect,23
2019-07-02 00:00:00,PepAndPrep,2
2019-02-16 00:00:00,Food Pantry,91
2021-08-06 00:00:00,Food Pantry,228
2016-05-26 00:00:00,HealthConnect,1
2018-11-14 00:00:00,HealthConnect,10
2018-07-20 00:00:00,MHU,11
2016-03-12 00:00:00,Food Pantry,66
2016-01-05 00:00:00,META,2
2019-02-28 00:00:00,Buprenorphine,2
2021-08-18 00:00:00,Buprenorphine,1
2017-09-14 00:00:00,Food Pantry,3
2018-07-23 00:00:00,HealthConnect,2
2020-03-04 00:00:00,Food Pantry,146
2019-11-15 00:00:00,DV,6
2021-05-27 00:00:00,Buprenorphine,4
2021-12-27 00:00:00,ATI,2
2016-08-17 00:00:00,HealthConnect,18
2019-02-05 00:00:00,HealthConnect,1
2020-09-05 00:00:00,Food Pantry,264
2021-05-27 00:00:00,ATI,4
2019-12-18 00:00:00,DV,4
2021-12-10 00:00:00,ATI,2
2020-11-23 00:00:00,Buprenorphine,13
2016-05-02 00:00:00,TCE,12
2021-10-29 00:00:00,HealthEquity,8
2018-10-12 00:00:00,HealthConnect,17
2018-06-09 00:00:00,Food Pantry,70
2021-08-18 00:00:00,ATI,2
2016-12-30 00:00:00,MHU,7
2016-01-11 00:00:00,MHU,14
2021-07-07 00:00:00,HealthEquity,8
2022-06-01 00:00:00,Food Pantry,177
2016-02-09 00:00:00,TCE,37
2016-06-22 00:00:00,Food Pantry,83
2018-12-11 00:00:00,Food Pantry,64
2019-11-07 00:00:00,Buprenorphine,3
2017-01-05 00:00:00,Food Pantry,4
2020-03-10 00:00:00,DV,14
2021-11-09 00:00:00,ATI,1
2019-03-29 00:00:00,MHU,16
2020-06-14 00:00:00,Food Pantry,1
2022-12-03 00:00:00,Food Pantry,89
2016-06-02 00:00:00,TCE,14
2018-01-16 00:00:00,MHU,80
2016-09-13 00:00:00,Food Pantry,5
2019-01-11 00:00:00,Food Pantry,124
2021-01-25 00:00:00,TPO,1
2018-04-24 00:00:00,DV,1
2022-06-20 00:00:00,Food Pantry,75
2016-01-21 00:00:00,TCE,32
2020-01-29 00:00:00,Buprenorphine,4
2020-04-28 00:00:00,PepAndPrep,3
2018-09-19 00:00:00,Food Pantry,122
2016-12-28 00:00:00,HealthConnect,1
2019-04-04 00:00:00,Food Pantry,5
2016-04-07 00:00:00,ORP,4
2020-05-22 00:00:00,Buprenorphine,1
2017-06-14 00:00:00,MHU,58
2016-01-15 00:00:00,ORP,12
2017-04-17 00:00:00,Food Pantry,40
2018-12-17 00:00:00,MHU,7
2018-10-20 00:00:00,Food Pantry,67
2019-01-03 00:00:00,HealthConnect,15
2021-04-09 00:00:00,Food Pantry,255
2021-07-30 00:00:00,ATI,3
2019-09-26 00:00:00,DV,4
2020-07-07 00:00:00,HealthConnect,16
2022-10-12 00:00:00,Food Pantry,181
2019-03-27 00:00:00,HealthConnect,15
2020-02-05 00:00:00,PepAndPrep,1
2018-09-11 00:00:00,HealthConnect,10
2020-04-21 00:00:00,Buprenorphine,10
2020-08-20 00:00:00,PepAndPrep,6
2019-10-29 00:00:00,DV,3
2022-09-09 00:00:00,ClubConnect,9
2017-02-01 00:00:00,MHU,5
2017-01-24 00:00:00,Food Pantry,20
2019-07-15 00:00:00,Food Pantry,48
2016-07-18 00:00:00,ORP,3
2020-04-09 00:00:00,PepAndPrep,10
2016-02-16 00:00:00,HealthConnect,5
2021-01-16 00:00:00,Food Pantry,216
2016-11-10 00:00:00,MHU,24
2016-04-26 00:00:00,ORP,11
2016-08-19 00:00:00,MHU,23
2017-06-27 00:00:00,HealthConnect,20
2018-01-12 00:00:00,Food Pantry,61
2021-09-10 00:00:00,DV,5
2016-02-05 00:00:00,ORP,8
2019-01-28 00:00:00,Buprenorphine,9
2019-11-08 00:00:00,DV,10
2022-05-16 00:00:00,ATI,5
2016-10-26 00:00:00,Food Pantry,142
2020-04-04 00:00:00,Food Pantry,296
2019-07-17 00:00:00,DV,9
2021-02-22 00:00:00,TPO,6
2021-07-09 00:00:00,ATI,3
2019-12-05 00:00:00,Buprenorphine,8
2022-08-05 00:00:00,HealthEquity,23
2016-10-03 00:00:00,TCE,12
2016-12-16 00:00:00,HealthConnect,2
2019-05-29 00:00:00,Food Pantry,101
2019-06-06 00:00:00,HealthConnect,18
2016-04-28 00:00:00,META,3
2022-11-05 00:00:00,Food Pantry,111
2022-05-31 00:00:00,Hotspotting,4
2018-11-09 00:00:00,HealthConnect,4
2018-11-01 00:00:00,Food Pantry,2
2020-04-07 00:00:00,PepAndPrep,2
2022-02-16 00:00:00,DV,17
2019-10-29 00:00:00,HealthConnect,26
2018-07-10 00:00:00,Food Pantry,81
2018-12-22 00:00:00,HealthConnect,6
2019-08-30 00:00:00,MHU,4
2017-09-02 00:00:00,Food Pantry,113
2016-03-01 00:00:00,TCE,11
2022-02-03 00:00:00,ATI,1
2022-11-10 00:00:00,ClubConnect,2
2020-02-18 00:00:00,DV,14
2016-03-31 00:00:00,Food Pantry,14
2016-06-23 00:00:00,TCE,4
2022-08-02 00:00:00,Food Pantry,115
2021-10-12 00:00:00,ATI,1
2022-11-15 00:00:00,HealthEquity,19
2016-05-17 00:00:00,ORP,9
2022-09-20 00:00:00,DV,6
2016-06-25 00:00:00,MHU,4
2019-05-20 00:00:00,MHU,28
2019-12-27 00:00:00,PepAndPrep,3
2021-01-26 00:00:00,Buprenorphine,4
2018-04-06 00:00:00,Food Pantry,109
2018-12-20 00:00:00,DV,9
2019-02-12 00:00:00,HealthConnect,8
2021-09-13 00:00:00,Food Pantry,63
2022-07-19 00:00:00,ATI,2
2016-10-17 00:00:00,MHU,8
2020-09-14 00:00:00,DV,12
2017-12-13 00:00:00,Food Pantry,51
2020-11-06 00:00:00,Food Pantry,437
2021-07-22 00:00:00,DV,5
2018-04-07 00:00:00,HealthConnect,18
2021-09-16 00:00:00,HealthEquity,1
2020-04-11 00:00:00,Food Pantry,299
2017-07-05 00:00:00,MHU,49
2016-12-15 00:00:00,Food Pantry,1
2019-09-19 00:00:00,DV,3
2017-07-08 00:00:00,HealthConnect,15
2020-03-21 00:00:00,Buprenorphine,1
2020-06-01 00:00:00,HealthConnect,8
2022-11-12 00:00:00,Food Pantry,125
2022-06-16 00:00:00,HealthEquity,1
2016-08-23 00:00:00,Food Pantry,5
2019-02-11 00:00:00,Food Pantry,28
2019-05-28 00:00:00,DV,8
2021-06-09 00:00:00,TPO,1
2022-01-05 00:00:00,Food Pantry,165
2016-01-27 00:00:00,Food Pantry,80
2018-12-21 00:00:00,Food Pantry,113
2021-06-10 00:00:00,Food Pantry,2
2021-08-23 00:00:00,Buprenorphine,1
2018-08-29 00:00:00,Food Pantry,124
2020-04-15 00:00:00,DV,7
2021-02-16 00:00:00,Food Pantry,71
2016-03-18 00:00:00,HealthConnect,10
2017-01-20 00:00:00,MHU,10
2021-07-11 00:00:00,Buprenorphine,1
2016-07-06 00:00:00,ORP,1
2017-03-25 00:00:00,MHU,7
2019-02-22 00:00:00,DV,2
2019-03-14 00:00:00,Buprenorphine,1
2016-06-16 00:00:00,TCE,51
2017-03-27 00:00:00,Food Pantry,5
2018-02-02 00:00:00,HealthConnect,11
2020-06-24 00:00:00,Buprenorphine,3
2021-11-19 00:00:00,HealthEquity,10
2016-05-20 00:00:00,Food Pantry,89
2019-10-28 00:00:00,Food Pantry,31
2020-02-11 00:00:00,DV,7
2020-05-12 00:00:00,Buprenorphine,10
2022-08-01 00:00:00,DV,9
2017-03-28 00:00:00,HealthConnect,1
2018-01-30 00:00:00,MHU,36
2020-02-20 00:00:00,HealthConnect,11
2022-09-26 00:00:00,HealthEquity,24
2019-04-02 00:00:00,Food Pantry,71
2019-11-07 00:00:00,PepAndPrep,4
2022-02-24 00:00:00,Food Pantry,1
2021-06-02 00:00:00,DV,5
2018-05-26 00:00:00,Food Pantry,81
2018-02-05 00:00:00,DV,1
2021-11-02 00:00:00,Food Pantry,151
2016-10-13 00:00:00,HealthConnect,19
2017-08-17 00:00:00,MHU,5
2019-04-03 00:00:00,HealthConnect,16
2022-02-25 00:00:00,HealthConnect,1
2016-10-10 00:00:00,MHU,1
2018-02-01 00:00:00,Food Pantry,24
2020-12-26 00:00:00,Food Pantry,182
2017-07-07 00:00:00,Food Pantry,142
2022-04-04 00:00:00,Hotspotting,1
2017-06-28 00:00:00,MHU,68
2017-12-19 00:00:00,HealthConnect,4
2019-10-09 00:00:00,Buprenorphine,11
2016-08-07 00:00:00,TCE,3
2016-08-30 00:00:00,Food Pantry,3
2017-10-20 00:00:00,MHU,3
2021-05-13 00:00:00,ATI,1
2020-02-15 00:00:00,HealthConnect,3
2016-11-29 00:00:00,TCE,1
2016-01-25 00:00:00,MHU,8
2020-08-27 00:00:00,Buprenorphine,6
2021-06-07 00:00:00,DV,2
2018-09-05 00:00:00,Food Pantry,120
2020-06-03 00:00:00,PepAndPrep,1
2021-07-30 00:00:00,Food Pantry,244
2022-04-14 00:00:00,DV,15
2022-06-09 00:00:00,HealthEquity,10
2016-12-01 00:00:00,MHU,30
2020-02-25 00:00:00,DV,5
2016-05-07 00:00:00,HealthConnect,57
2018-10-26 00:00:00,HealthConnect,19
2021-04-07 00:00:00,Food Pantry,229
2018-01-23 00:00:00,MHU,39
2021-10-26 00:00:00,ATI,2
2016-03-21 00:00:00,ORP,1
2018-02-09 00:00:00,HealthConnect,12
2019-12-23 00:00:00,DV,4
2022-11-16 00:00:00,DV,15
2017-04-04 00:00:00,HealthConnect,14
2016-04-27 00:00:00,TCE,13
2016-12-10 00:00:00,Food Pantry,93
2019-11-04 00:00:00,Food Pantry,58
2018-05-17 00:00:00,MHU,1
2019-02-15 00:00:00,DV,12
2021-12-08 00:00:00,ATI,2
2016-07-13 00:00:00,ORP,1
2020-05-05 00:00:00,Buprenorphine,2
2016-02-03 00:00:00,Food Pantry,88
2019-11-05 00:00:00,HealthConnect,26
2022-06-06 00:00:00,Food Pantry,75
2019-04-10 00:00:00,HealthConnect,13
2021-11-09 00:00:00,Food Pantry,190
2021-11-12 00:00:00,HealthEquity,1
2022-06-07 00:00:00,Hotspotting,1
2018-02-08 00:00:00,Food Pantry,9
2021-01-02 00:00:00,Food Pantry,243
2022-05-23 00:00:00,ATI,4
2017-04-03 00:00:00,Food Pantry,44
2019-03-19 00:00:00,Buprenorphine,2
2019-07-24 00:00:00,DV,11
2017-08-26 00:00:00,Food Pantry,112
2020-02-14 00:00:00,Food Pantry,131
2020-01-24 00:00:00,Buprenorphine,7
2020-07-28 00:00:00,HealthConnect,13
2016-01-29 00:00:00,ORP,7
2017-10-13 00:00:00,MHU,41
2021-05-20 00:00:00,ATI,4
2022-04-20 00:00:00,HealthEquity,8
2016-10-19 00:00:00,Food Pantry,136
2016-11-22 00:00:00,TCE,1
2019-04-09 00:00:00,Food Pantry,57
2022-02-23 00:00:00,DV,13
2022-09-16 00:00:00,Food Pantry,196
2017-08-31 00:00:00,MHU,2
2018-05-25 00:00:00,DV,14
2022-02-19 00:00:00,Food Pantry,134
2020-05-27 00:00:00,PepAndPrep,8
2021-04-14 00:00:00,Food Pantry,294
2016-05-14 00:00:00,HealthConnect,34
2017-03-18 00:00:00,MHU,1
2018-11-02 00:00:00,HealthConnect,13
2019-09-06 00:00:00,MHU,3
2017-12-18 00:00:00,Food Pantry,27
2016-05-11 00:00:00,MHU,25
2016-04-20 00:00:00,TCE,28
2017-05-23 00:00:00,Food Pantry,54
2018-03-31 00:00:00,HealthConnect,33
2020-04-08 00:00:00,DV,14
2022-09-27 00:00:00,DV,4
2017-12-04 00:00:00,MHU,26
2020-10-30 00:00:00,Food Pantry,361
2021-12-15 00:00:00,ATI,3
2022-11-22 00:00:00,HealthEquity,10
2016-05-10 00:00:00,ORP,3
2017-01-27 00:00:00,MHU,11
2016-08-12 00:00:00,TCE,6
2019-12-24 00:00:00,Food Pantry,92
2020-07-30 00:00:00,PepAndPrep,1
2022-06-13 00:00:00,Food Pantry,42
2017-05-24 00:00:00,HealthConnect,22
2018-03-28 00:00:00,MHU,42
2019-11-12 00:00:00,HealthConnect,15
2016-03-24 00:00:00,Food Pantry,3
2018-12-27 00:00:00,DV,18
2019-02-04 00:00:00,Food Pantry,39
2020-01-03 00:00:00,PepAndPrep,11
2021-02-02 00:00:00,Buprenorphine,1
2021-09-23 00:00:00,HealthEquity,5
2021-12-29 00:00:00,Food Pantry,246
2019-02-08 00:00:00,DV,11
2019-05-30 00:00:00,HealthConnect,2
2021-07-29 00:00:00,DV,7
2016-02-02 00:00:00,HealthConnect,27
2018-03-30 00:00:00,Food Pantry,128
2018-04-03 00:00:00,DV,4
2020-09-21 00:00:00,DV,5
2021-12-10 00:00:00,Buprenorphine,3
2022-07-12 00:00:00,ATI,6
2019-06-04 00:00:00,DV,6
2020-01-17 00:00:00,Buprenorphine,1
2016-03-16 00:00:00,META,3
2022-09-23 00:00:00,Food Pantry,196
2018-03-29 00:00:00,HealthConnect,8
2020-05-10 00:00:00,Buprenorphine,2
2020-09-16 00:00:00,HealthConnect,12
2021-11-16 00:00:00,Food Pantry,200
2022-09-16 00:00:00,ATI,5
2016-05-21 00:00:00,HealthConnect,35
2021-04-21 00:00:00,Food Pantry,250
2021-10-12 00:00:00,Buprenorphine,2
2022-09-17 00:00:00,HealthEquity,2
2022-06-09 00:00:00,Hotspotting,2
2016-05-04 00:00:00,MHU,7
2017-05-10 00:00:00,HealthConnect,9
2017-07-21 00:00:00,Food Pantry,126
2018-04-05 00:00:00,DV,2
2020-04-03 00:00:00,HealthConnect,21
2020-09-23 00:00:00,DV,7
2016-01-28 00:00:00,HealthConnect,35
2019-03-12 00:00:00,Buprenorphine,5
2020-12-28 00:00:00,Food Pantry,51
2021-02-13 00:00:00,TPO,7
2021-11-10 00:00:00,HealthEquity,21
2022-09-28 00:00:00,ClubConnect,1
2017-03-29 00:00:00,Food Pantry,152
2020-02-21 00:00:00,Food Pantry,101
2020-11-05 00:00:00,DV,3
2016-08-05 00:00:00,TCE,7
2016-09-01 00:00:00,Food Pantry,2
2019-07-27 00:00:00,Food Pantry,119
2021-08-30 00:00:00,ATI,1
2016-06-29 00:00:00,ORP,6
2020-08-13 00:00:00,Buprenorphine,13
2022-08-08 00:00:00,DV,11
2017-07-13 00:00:00,HealthConnect,8
2019-07-02 00:00:00,MHU,5
2022-02-26 00:00:00,Food Pantry,166
2018-11-07 00:00:00,DV,9
2020-06-10 00:00:00,PepAndPrep,1
2019-07-23 00:00:00,PepAndPrep,1
2022-12-20 00:00:00,ATI,16
2016-08-24 00:00:00,HealthConnect,21
2017-01-28 00:00:00,HealthConnect,18
2017-10-31 00:00:00,Food Pantry,87
2019-07-19 00:00:00,HealthConnect,2
2020-09-24 00:00:00,Food Pantry,10
2021-06-09 00:00:00,DV,2
2022-12-28 00:00:00,HealthEquity,2
2017-10-06 00:00:00,MHU,4
2016-12-24 00:00:00,Food Pantry,67
